_row_key,reservation_id,user_id,origin,destination,flight_type,cabin,flights,payment_history,created_at,total_baggages,nonfree_baggages,insurance,passengers,passengers.Chinese,passengers.Indonesian,passengers.Thai,passengers.Vietnamese
QMLLG3,QMLLG3,evelyn_rossi_4078,JFK,MIA,round_trip,economy,"[{""origin"": ""JFK"", ""destination"": ""MIA"", ""flight_number"": ""HAT209"", ""date"": ""2024-05-28"", ""price"": 120}, {""origin"": ""MIA"", ""destination"": ""JFK"", ""flight_number"": ""HAT224"", ""date"": ""2024-05-29"", ""price"": 114}]","[{""payment_id"": ""credit_card_7800202"", ""amount"": 234}]",2024-05-06T13:28:51,1,0,no,"[{""first_name"": ""Aarav"", ""last_name"": ""Martin"", ""dob"": ""1950-08-16""}]","[{""first_name"": ""阿拉夫"", ""last_name"": ""马丁"", ""dob"": ""1950-08-16""}]","[{""first_name"": "" Aarav"", ""last_name"": "" Martin"", ""dob"": ""1950-08-16""}]","[{""first_name"": "" อาราว"", ""last_name"": "" มาร์ติน"", ""dob"": ""1950-08-16""}]","[{""first_name"": "" Aarav"", ""last_name"": "" Martin"", ""dob"": ""1950-08-16""}]"
VHV4BG,VHV4BG,chen_nguyen_2677,EWR,CLT,one_way,economy,"[{""origin"": ""EWR"", ""destination"": ""CLT"", ""flight_number"": ""HAT043"", ""date"": ""2024-05-25"", ""price"": 200}]","[{""payment_id"": ""credit_card_2810906"", ""amount"": 460}]",2024-05-07T14:59:34,2,0,yes,"[{""first_name"": ""Yusuf"", ""last_name"": ""Nguyen"", ""dob"": ""1975-12-05""}, {""first_name"": ""Liam"", ""last_name"": ""Santos"", ""dob"": ""1970-05-05""}]","[{""first_name"": ""优素福"", ""last_name"": ""阮"", ""dob"": ""1975-12-05""}, {""first_name"": ""利亚姆"", ""last_name"": ""桑托斯"", ""dob"": ""1970-05-05""}]","[{""first_name"": "" Yusuf"", ""last_name"": "" Nguyen"", ""dob"": ""1975-12-05""}, {""first_name"": "" Liam"", ""last_name"": "" Santos"", ""dob"": ""1970-05-05""}]","[{""first_name"": "" ยูซุฟ"", ""last_name"": "" เหงียน"", ""dob"": ""1975-12-05""}, {""first_name"": "" เลียม"", ""last_name"": "" ซานโตส"", ""dob"": ""1970-05-05""}]","[{""first_name"": "" Yusuf"", ""last_name"": "" Nguyễn"", ""dob"": ""1975-12-05""}, {""first_name"": "" Liam"", ""last_name"": "" Santos"", ""dob"": ""1970-05-05""}]"
O8IHB3,O8IHB3,raj_kovacs_8102,PHL,SFO,one_way,business,"[{""origin"": ""PHL"", ""destination"": ""SFO"", ""flight_number"": ""HAT199"", ""date"": ""2024-05-26"", ""price"": 1605}]","[{""payment_id"": ""gift_card_9939295"", ""amount"": 3270}]",2024-05-08T07:43:23,0,0,yes,"[{""first_name"": ""Raj"", ""last_name"": ""Kovacs"", ""dob"": ""1981-05-20""}, {""first_name"": ""Mason"", ""last_name"": ""Sanchez"", ""dob"": ""1976-05-16""}]","[{""first_name"": ""拉杰"", ""last_name"": ""科瓦奇"", ""dob"": ""1981-05-20""}, {""first_name"": ""石匠"", ""last_name"": ""桑切斯"", ""dob"": ""1976-05-16""}]","[{""first_name"": "" Raj"", ""last_name"": "" Kovacs"", ""dob"": ""1981-05-20""}, {""first_name"": "" Tukang batu"", ""last_name"": "" Sanchez"", ""dob"": ""1976-05-16""}]","[{""first_name"": "" ราช"", ""last_name"": "" โควาช"", ""dob"": ""1981-05-20""}, {""first_name"": "" เมสัน"", ""last_name"": "" ซานเชซ"", ""dob"": ""1976-05-16""}]","[{""first_name"": "" Raj"", ""last_name"": "" Kovacs"", ""dob"": ""1981-05-20""}, {""first_name"": "" Mason"", ""last_name"": "" Sanchez"", ""dob"": ""1976-05-16""}]"
I2GNN5,I2GNN5,evelyn_garcia_6211,MSP,PHX,one_way,economy,"[{""origin"": ""MSP"", ""destination"": ""MCO"", ""flight_number"": ""HAT054"", ""date"": ""2024-05-19"", ""price"": 128}, {""origin"": ""MCO"", ""destination"": ""PHX"", ""flight_number"": ""HAT161"", ""date"": ""2024-05-19"", ""price"": 195}]","[{""payment_id"": ""gift_card_5057569"", ""amount"": 323}]",2024-05-11T02:27:48,1,0,no,"[{""first_name"": ""Raj"", ""last_name"": ""Rossi"", ""dob"": ""1960-06-07""}]","[{""first_name"": ""拉杰"", ""last_name"": ""罗西"", ""dob"": ""1960-06-07""}]","[{""first_name"": "" Raj"", ""last_name"": "" Rossi"", ""dob"": ""1960-06-07""}]","[{""first_name"": "" ราช"", ""last_name"": "" รอสซี่"", ""dob"": ""1960-06-07""}]","[{""first_name"": "" Raj"", ""last_name"": "" Rossi"", ""dob"": ""1960-06-07""}]"
75ENHJ,75ENHJ,chen_davis_2676,PHL,EWR,one_way,basic_economy,"[{""origin"": ""PHL"", ""destination"": ""CLT"", ""flight_number"": ""HAT243"", ""date"": ""2024-05-21"", ""price"": 93}, {""origin"": ""CLT"", ""destination"": ""EWR"", ""flight_number"": ""HAT108"", ""date"": ""2024-05-21"", ""price"": 60}]","[{""payment_id"": ""gift_card_5586681"", ""amount"": 366}]",2024-05-11T08:20:26,0,0,yes,"[{""first_name"": ""Chen"", ""last_name"": ""Davis"", ""dob"": ""1951-06-25""}, {""first_name"": ""Emma"", ""last_name"": ""Johansson"", ""dob"": ""1983-05-17""}]","[{""first_name"": ""陈"", ""last_name"": ""戴维斯"", ""dob"": ""1951-06-25""}, {""first_name"": ""艾玛"", ""last_name"": ""约翰逊"", ""dob"": ""1983-05-17""}]","[{""first_name"": "" Chen"", ""last_name"": "" Davis"", ""dob"": ""1951-06-25""}, {""first_name"": "" Emma"", ""last_name"": "" Johansson"", ""dob"": ""1983-05-17""}]","[{""first_name"": "" เฉิน"", ""last_name"": "" เดวิส"", ""dob"": ""1951-06-25""}, {""first_name"": "" เอ็มม่า"", ""last_name"": "" โยฮันส์สัน"", ""dob"": ""1983-05-17""}]","[{""first_name"": "" Trần"", ""last_name"": "" Davis"", ""dob"": ""1951-06-25""}, {""first_name"": "" Emma"", ""last_name"": "" Johansson"", ""dob"": ""1983-05-17""}]"
T6HMDP,T6HMDP,james_santos_9046,DEN,LAS,one_way,economy,"[{""origin"": ""DEN"", ""destination"": ""LAS"", ""flight_number"": ""HAT229"", ""date"": ""2024-05-19"", ""price"": 177}]","[{""payment_id"": ""gift_card_4635686"", ""amount"": 177}]",2024-05-05T08:10:24,0,0,no,"[{""first_name"": ""James"", ""last_name"": ""Santos"", ""dob"": ""1956-12-09""}]","[{""first_name"": ""詹姆斯"", ""last_name"": ""桑托斯"", ""dob"": ""1956-12-09""}]","[{""first_name"": ""James"", ""last_name"": "" Santos"", ""dob"": ""1956-12-09""}]","[{""first_name"": ""เจมส์"", ""last_name"": "" ซานโตส"", ""dob"": ""1956-12-09""}]","[{""first_name"": ""James"", ""last_name"": "" Santos"", ""dob"": ""1956-12-09""}]"
5JLTF1,5JLTF1,noah_garcia_4365,ORD,IAH,round_trip,economy,"[{""origin"": ""ORD"", ""destination"": ""IAH"", ""flight_number"": ""HAT165"", ""date"": ""2024-05-27"", ""price"": 129}, {""origin"": ""IAH"", ""destination"": ""ORD"", ""flight_number"": ""HAT138"", ""date"": ""2024-05-29"", ""price"": 130}]","[{""payment_id"": ""credit_card_5429291"", ""amount"": 518}]",2024-05-10T15:52:18,1,0,no,"[{""first_name"": ""Noah"", ""last_name"": ""Garcia"", ""dob"": ""1955-10-16""}, {""first_name"": ""Aarav"", ""last_name"": ""Johnson"", ""dob"": ""1964-05-27""}]","[{""first_name"": ""诺亚"", ""last_name"": ""加西亚"", ""dob"": ""1955-10-16""}, {""first_name"": ""阿拉夫"", ""last_name"": ""约翰逊"", ""dob"": ""1964-05-27""}]","[{""first_name"": "" Nuh"", ""last_name"": "" Garcia"", ""dob"": ""1955-10-16""}, {""first_name"": "" Aarav"", ""last_name"": "" Johnson"", ""dob"": ""1964-05-27""}]","[{""first_name"": "" โนอาห์"", ""last_name"": "" การ์เซีย"", ""dob"": ""1955-10-16""}, {""first_name"": "" อาราว"", ""last_name"": "" จอห์นสัน"", ""dob"": ""1964-05-27""}]","[{""first_name"": "" Noah"", ""last_name"": "" Garcia"", ""dob"": ""1955-10-16""}, {""first_name"": "" Aarav"", ""last_name"": "" Johnson"", ""dob"": ""1964-05-27""}]"
8B8TXS,8B8TXS,evelyn_lee_2325,LAX,ATL,one_way,economy,"[{""origin"": ""LAX"", ""destination"": ""ORD"", ""flight_number"": ""HAT109"", ""date"": ""2024-05-23"", ""price"": 194}, {""origin"": ""ORD"", ""destination"": ""ATL"", ""flight_number"": ""HAT223"", ""date"": ""2024-05-23"", ""price"": 185}]","[{""payment_id"": ""credit_card_5787244"", ""amount"": 758}]",2024-05-04T07:00:15,1,0,no,"[{""first_name"": ""Evelyn"", ""last_name"": ""Lee"", ""dob"": ""1954-07-05""}, {""first_name"": ""Mia"", ""last_name"": ""Lee"", ""dob"": ""1964-08-18""}]","[{""first_name"": ""伊芙琳"", ""last_name"": ""李"", ""dob"": ""1954-07-05""}, {""first_name"": ""米娅"", ""last_name"": ""李"", ""dob"": ""1964-08-18""}]","[{""first_name"": "" Evelyn"", ""last_name"": "" Lee"", ""dob"": ""1954-07-05""}, {""first_name"": "" Mia"", ""last_name"": "" Lee"", ""dob"": ""1964-08-18""}]","[{""first_name"": "" เอเวอลิน"", ""last_name"": "" ลี"", ""dob"": ""1954-07-05""}, {""first_name"": "" มีอา"", ""last_name"": "" ลี"", ""dob"": ""1964-08-18""}]","[{""first_name"": "" Evelyn"", ""last_name"": "" Lee"", ""dob"": ""1954-07-05""}, {""first_name"": "" Mia"", ""last_name"": "" Lee"", ""dob"": ""1964-08-18""}]"
UYBI7A,UYBI7A,fatima_moore_5020,SFO,LAS,round_trip,basic_economy,"[{""origin"": ""SFO"", ""destination"": ""IAH"", ""flight_number"": ""HAT082"", ""date"": ""2024-05-16"", ""price"": 55}, {""origin"": ""IAH"", ""destination"": ""LAS"", ""flight_number"": ""HAT286"", ""date"": ""2024-05-17"", ""price"": 84}, {""origin"": ""LAS"", ""destination"": ""PHX"", ""flight_number"": ""HAT284"", ""date"": ""2024-05-20"", ""price"": 56}, {""origin"": ""PHX"", ""destination"": ""SFO"", ""flight_number"": ""HAT283"", ""date"": ""2024-05-20"", ""price"": 60}]","[{""payment_id"": ""gift_card_7113914"", ""amount"": 510}]",2024-05-01T08:34:44,0,0,no,"[{""first_name"": ""Fatima"", ""last_name"": ""Moore"", ""dob"": ""1970-06-16""}, {""first_name"": ""Liam"", ""last_name"": ""Gonzalez"", ""dob"": ""1991-03-20""}]","[{""first_name"": ""法蒂玛"", ""last_name"": ""摩尔"", ""dob"": ""1970-06-16""}, {""first_name"": ""利亚姆"", ""last_name"": ""冈萨雷斯"", ""dob"": ""1991-03-20""}]","[{""first_name"": "" Fatima"", ""last_name"": "" Moore"", ""dob"": ""1970-06-16""}, {""first_name"": "" Liam"", ""last_name"": "" Gonzalez"", ""dob"": ""1991-03-20""}]","[{""first_name"": "" ฟาติมา"", ""last_name"": "" มัวร์"", ""dob"": ""1970-06-16""}, {""first_name"": "" เลียม"", ""last_name"": "" กอนซาเลซ"", ""dob"": ""1991-03-20""}]","[{""first_name"": "" Fatima"", ""last_name"": "" Moore"", ""dob"": ""1970-06-16""}, {""first_name"": "" Liam"", ""last_name"": "" Gonzalez"", ""dob"": ""1991-03-20""}]"
8KWNS5,8KWNS5,mei_wilson_9061,LGA,LGA,one_way,economy,"[{""origin"": ""LGA"", ""destination"": ""PHX"", ""flight_number"": ""HAT201"", ""date"": ""2024-05-19"", ""price"": 179}, {""origin"": ""PHX"", ""destination"": ""LGA"", ""flight_number"": ""HAT081"", ""date"": ""2024-05-19"", ""price"": 196}]","[{""payment_id"": ""credit_card_1813435"", ""amount"": 1215}]",2024-05-12T23:42:28,2,0,yes,"[{""first_name"": ""Yara"", ""last_name"": ""Sanchez"", ""dob"": ""1997-12-23""}, {""first_name"": ""Evelyn"", ""last_name"": ""Johnson"", ""dob"": ""2000-08-23""}, {""first_name"": ""Daiki"", ""last_name"": ""Gonzalez"", ""dob"": ""2000-12-26""}]","[{""first_name"": ""雅拉"", ""last_name"": ""桑切斯"", ""dob"": ""1997-12-23""}, {""first_name"": ""伊芙琳"", ""last_name"": ""约翰逊"", ""dob"": ""2000-08-23""}, {""first_name"": ""大树"", ""last_name"": ""冈萨雷斯"", ""dob"": ""2000-12-26""}]","[{""first_name"": "" Yara"", ""last_name"": "" Sanchez"", ""dob"": ""1997-12-23""}, {""first_name"": "" Evelyn"", ""last_name"": "" Johnson"", ""dob"": ""2000-08-23""}, {""first_name"": "" Daiki"", ""last_name"": "" Gonzalez"", ""dob"": ""2000-12-26""}]","[{""first_name"": "" ยารา"", ""last_name"": "" ซานเชซ"", ""dob"": ""1997-12-23""}, {""first_name"": "" เอเวอลิน"", ""last_name"": "" จอห์นสัน"", ""dob"": ""2000-08-23""}, {""first_name"": "" ไดกิ"", ""last_name"": "" กอนซาเลซ"", ""dob"": ""2000-12-26""}]","[{""first_name"": "" Yara"", ""last_name"": "" Sanchez"", ""dob"": ""1997-12-23""}, {""first_name"": "" Evelyn"", ""last_name"": "" Johnson"", ""dob"": ""2000-08-23""}, {""first_name"": "" Daiki"", ""last_name"": "" Gonzalez"", ""dob"": ""2000-12-26""}]"
L3C753,L3C753,emma_kim_4489,MIA,IAH,round_trip,business,"[{""origin"": ""MIA"", ""destination"": ""EWR"", ""flight_number"": ""HAT192"", ""date"": ""2024-05-23"", ""price"": 1552}, {""origin"": ""EWR"", ""destination"": ""IAH"", ""flight_number"": ""HAT056"", ""date"": ""2024-05-24"", ""price"": 1234}, {""origin"": ""IAH"", ""destination"": ""JFK"", ""flight_number"": ""HAT085"", ""date"": ""2024-05-28"", ""price"": 1331}, {""origin"": ""JFK"", ""destination"": ""MIA"", ""flight_number"": ""HAT209"", ""date"": ""2024-05-28"", ""price"": 1302}]","[{""payment_id"": ""credit_card_2704119"", ""amount"": 5419}]",2024-05-07T17:55:59,2,0,no,"[{""first_name"": ""Ethan"", ""last_name"": ""Anderson"", ""dob"": ""1950-12-26""}]","[{""first_name"": ""伊桑"", ""last_name"": ""安德森"", ""dob"": ""1950-12-26""}]","[{""first_name"": "" Ethan"", ""last_name"": "" Anderson"", ""dob"": ""1950-12-26""}]","[{""first_name"": "" อีธาน"", ""last_name"": "" แอนเดอร์สัน"", ""dob"": ""1950-12-26""}]","[{""first_name"": "" Ethan"", ""last_name"": "" Anderson"", ""dob"": ""1950-12-26""}]"
T2J3GZ,T2J3GZ,liam_garcia_8705,SFO,MCO,round_trip,basic_economy,"[{""origin"": ""SFO"", ""destination"": ""BOS"", ""flight_number"": ""HAT295"", ""date"": ""2024-05-16"", ""price"": 64}, {""origin"": ""BOS"", ""destination"": ""MCO"", ""flight_number"": ""HAT235"", ""date"": ""2024-05-16"", ""price"": 88}, {""origin"": ""MCO"", ""destination"": ""PHX"", ""flight_number"": ""HAT214"", ""date"": ""2024-05-23"", ""price"": 71}, {""origin"": ""PHX"", ""destination"": ""SFO"", ""flight_number"": ""HAT283"", ""date"": ""2024-05-24"", ""price"": 62}]","[{""payment_id"": ""gift_card_2452327"", ""amount"": 1140}]",2024-05-06T13:41:05,0,0,no,"[{""first_name"": ""Liam"", ""last_name"": ""Garcia"", ""dob"": ""1987-07-06""}, {""first_name"": ""Anya"", ""last_name"": ""Martin"", ""dob"": ""1975-08-03""}, {""first_name"": ""Amelia"", ""last_name"": ""Ahmed"", ""dob"": ""1974-05-19""}, {""first_name"": ""Lei"", ""last_name"": ""Kovacs"", ""dob"": ""1952-11-14""}]","[{""first_name"": ""利亚姆"", ""last_name"": ""加西亚"", ""dob"": ""1987-07-06""}, {""first_name"": ""安雅"", ""last_name"": ""马丁"", ""dob"": ""1975-08-03""}, {""first_name"": ""阿米莉亚"", ""last_name"": ""艾哈迈德"", ""dob"": ""1974-05-19""}, {""first_name"": ""雷"", ""last_name"": ""科瓦奇"", ""dob"": ""1952-11-14""}]","[{""first_name"": "" Liam"", ""last_name"": "" Garcia"", ""dob"": ""1987-07-06""}, {""first_name"": "" Anya"", ""last_name"": "" Martin"", ""dob"": ""1975-08-03""}, {""first_name"": ""Amelia"", ""last_name"": "" Ahmed"", ""dob"": ""1974-05-19""}, {""first_name"": "" Lei"", ""last_name"": "" Kovacs"", ""dob"": ""1952-11-14""}]","[{""first_name"": "" เลียม"", ""last_name"": "" การ์เซีย"", ""dob"": ""1987-07-06""}, {""first_name"": "" อันยา"", ""last_name"": "" มาร์ติน"", ""dob"": ""1975-08-03""}, {""first_name"": ""อมีเลีย"", ""last_name"": "" อาห์เหม็ด"", ""dob"": ""1974-05-19""}, {""first_name"": "" เล"", ""last_name"": "" โควาช"", ""dob"": ""1952-11-14""}]","[{""first_name"": "" Liam"", ""last_name"": "" Garcia"", ""dob"": ""1987-07-06""}, {""first_name"": "" Anya"", ""last_name"": "" Martin"", ""dob"": ""1975-08-03""}, {""first_name"": ""Amelia"", ""last_name"": "" Ahmed"", ""dob"": ""1974-05-19""}, {""first_name"": "" Lei"", ""last_name"": "" Kovacs"", ""dob"": ""1952-11-14""}]"
QDLNFT,QDLNFT,yusuf_kovacs_9564,PHX,SEA,round_trip,economy,"[{""origin"": ""PHX"", ""destination"": ""SEA"", ""flight_number"": ""HAT156"", ""date"": ""2024-05-27"", ""price"": 114}, {""origin"": ""SEA"", ""destination"": ""SFO"", ""flight_number"": ""HAT107"", ""date"": ""2024-05-30"", ""price"": 148}, {""origin"": ""SFO"", ""destination"": ""PHX"", ""flight_number"": ""HAT123"", ""date"": ""2024-05-30"", ""price"": 165}]","[{""payment_id"": ""credit_card_1104327"", ""amount"": 427}]",2024-05-07T17:09:46,1,0,no,"[{""first_name"": ""Aarav"", ""last_name"": ""Johansson"", ""dob"": ""1989-10-07""}]","[{""first_name"": ""阿拉夫"", ""last_name"": ""约翰逊"", ""dob"": ""1989-10-07""}]","[{""first_name"": "" Aarav"", ""last_name"": "" Johansson"", ""dob"": ""1989-10-07""}]","[{""first_name"": "" อาราว"", ""last_name"": "" โยฮันส์สัน"", ""dob"": ""1989-10-07""}]","[{""first_name"": "" Aarav"", ""last_name"": "" Johansson"", ""dob"": ""1989-10-07""}]"
GIVSHB,GIVSHB,fatima_ahmed_2248,CLT,IAH,one_way,economy,"[{""origin"": ""CLT"", ""destination"": ""EWR"", ""flight_number"": ""HAT108"", ""date"": ""2024-05-28"", ""price"": 159}, {""origin"": ""EWR"", ""destination"": ""IAH"", ""flight_number"": ""HAT166"", ""date"": ""2024-05-28"", ""price"": 182}]","[{""payment_id"": ""credit_card_7752823"", ""amount"": 742}]",2024-05-03T06:29:43,0,0,yes,"[{""first_name"": ""Mohamed"", ""last_name"": ""Johansson"", ""dob"": ""1996-08-19""}, {""first_name"": ""Lucas"", ""last_name"": ""Kovacs"", ""dob"": ""1957-10-27""}]","[{""first_name"": ""穆罕默德"", ""last_name"": ""约翰逊"", ""dob"": ""1996-08-19""}, {""first_name"": ""卢卡斯"", ""last_name"": ""科瓦奇"", ""dob"": ""1957-10-27""}]","[{""first_name"": "" Mohamed"", ""last_name"": "" Johansson"", ""dob"": ""1996-08-19""}, {""first_name"": "" Lucas"", ""last_name"": "" Kovacs"", ""dob"": ""1957-10-27""}]","[{""first_name"": "" โมฮาเหม็ด"", ""last_name"": "" โยฮันส์สัน"", ""dob"": ""1996-08-19""}, {""first_name"": "" ลูคัส"", ""last_name"": "" โควาช"", ""dob"": ""1957-10-27""}]","[{""first_name"": "" Mohamed"", ""last_name"": "" Johansson"", ""dob"": ""1996-08-19""}, {""first_name"": "" Lucas"", ""last_name"": "" Kovacs"", ""dob"": ""1957-10-27""}]"
C07GF3,C07GF3,mia_li_8815,PHX,BOS,one_way,business,"[{""origin"": ""PHX"", ""destination"": ""SEA"", ""flight_number"": ""HAT267"", ""date"": ""2024-05-28"", ""price"": 1076}, {""origin"": ""SEA"", ""destination"": ""BOS"", ""flight_number"": ""HAT194"", ""date"": ""2024-05-28"", ""price"": 476}]","[{""payment_id"": ""credit_card_6719194"", ""amount"": 1552}]",2024-05-14T07:00:46,1,0,no,"[{""first_name"": ""Mia"", ""last_name"": ""Li"", ""dob"": ""1998-03-11""}]","[{""first_name"": ""米娅"", ""last_name"": ""李"", ""dob"": ""1998-03-11""}]","[{""first_name"": "" Mia"", ""last_name"": "" Li"", ""dob"": ""1998-03-11""}]","[{""first_name"": "" มีอา"", ""last_name"": "" หลี่"", ""dob"": ""1998-03-11""}]","[{""first_name"": "" Mia"", ""last_name"": "" Li"", ""dob"": ""1998-03-11""}]"
M91YAW,M91YAW,anya_anderson_8585,JFK,DEN,round_trip,economy,"[{""origin"": ""JFK"", ""destination"": ""ORD"", ""flight_number"": ""HAT261"", ""date"": ""2024-05-18"", ""price"": 162}, {""origin"": ""ORD"", ""destination"": ""DEN"", ""flight_number"": ""HAT049"", ""date"": ""2024-05-19"", ""price"": 168}, {""origin"": ""DEN"", ""destination"": ""MIA"", ""flight_number"": ""HAT130"", ""date"": ""2024-05-23"", ""price"": 160}, {""origin"": ""MIA"", ""destination"": ""JFK"", ""flight_number"": ""HAT224"", ""date"": ""2024-05-23"", ""price"": 186}]","[{""payment_id"": ""gift_card_7656493"", ""amount"": 676}]",2024-05-01T17:38:31,0,0,no,"[{""first_name"": ""Anya"", ""last_name"": ""Anderson"", ""dob"": ""1995-10-03""}]","[{""first_name"": ""安雅"", ""last_name"": ""安德森"", ""dob"": ""1995-10-03""}]","[{""first_name"": "" Anya"", ""last_name"": "" Anderson"", ""dob"": ""1995-10-03""}]","[{""first_name"": "" อันยา"", ""last_name"": "" แอนเดอร์สัน"", ""dob"": ""1995-10-03""}]","[{""first_name"": "" Anya"", ""last_name"": "" Anderson"", ""dob"": ""1995-10-03""}]"
OK5IEN,OK5IEN,lei_anderson_2319,JFK,EWR,round_trip,economy,"[{""origin"": ""JFK"", ""destination"": ""MIA"", ""flight_number"": ""HAT014"", ""date"": ""2024-05-16"", ""price"": 155}, {""origin"": ""MIA"", ""destination"": ""EWR"", ""flight_number"": ""HAT192"", ""date"": ""2024-05-16"", ""price"": 109}, {""origin"": ""EWR"", ""destination"": ""IAH"", ""flight_number"": ""HAT166"", ""date"": ""2024-05-26"", ""price"": 158}, {""origin"": ""IAH"", ""destination"": ""JFK"", ""flight_number"": ""HAT068"", ""date"": ""2024-05-26"", ""price"": 106}]","[{""payment_id"": ""credit_card_4526808"", ""amount"": 1116}]",2024-05-07T05:44:44,1,0,yes,"[{""first_name"": ""Lei"", ""last_name"": ""Anderson"", ""dob"": ""1990-09-11""}, {""first_name"": ""Olivia"", ""last_name"": ""Li"", ""dob"": ""1972-03-12""}]","[{""first_name"": ""雷"", ""last_name"": ""安德森"", ""dob"": ""1990-09-11""}, {""first_name"": ""奥利维亚"", ""last_name"": ""李"", ""dob"": ""1972-03-12""}]","[{""first_name"": "" Lei"", ""last_name"": "" Anderson"", ""dob"": ""1990-09-11""}, {""first_name"": "" Olivia"", ""last_name"": "" Li"", ""dob"": ""1972-03-12""}]","[{""first_name"": "" เล"", ""last_name"": "" แอนเดอร์สัน"", ""dob"": ""1990-09-11""}, {""first_name"": "" โอลิเวีย"", ""last_name"": "" หลี่"", ""dob"": ""1972-03-12""}]","[{""first_name"": "" Lei"", ""last_name"": "" Anderson"", ""dob"": ""1990-09-11""}, {""first_name"": "" Olivia"", ""last_name"": "" Li"", ""dob"": ""1972-03-12""}]"
ZG9TTN,ZG9TTN,sophia_moore_9694,IAH,SEA,round_trip,economy,"[{""origin"": ""IAH"", ""destination"": ""LAS"", ""flight_number"": ""HAT112"", ""date"": ""2024-05-28"", ""price"": 112}, {""origin"": ""LAS"", ""destination"": ""SEA"", ""flight_number"": ""HAT047"", ""date"": ""2024-05-29"", ""price"": 104}, {""origin"": ""SEA"", ""destination"": ""JFK"", ""flight_number"": ""HAT276"", ""date"": ""2024-05-29"", ""price"": 176}, {""origin"": ""JFK"", ""destination"": ""IAH"", ""flight_number"": ""HAT279"", ""date"": ""2024-05-30"", ""price"": 141}]","[{""payment_id"": ""gift_card_2564935"", ""amount"": 563}]",2024-05-03T23:16:56,0,0,yes,"[{""first_name"": ""Sophia"", ""last_name"": ""Moore"", ""dob"": ""1953-10-18""}]","[{""first_name"": ""索菲亚"", ""last_name"": ""摩尔"", ""dob"": ""1953-10-18""}]","[{""first_name"": "" Sophia"", ""last_name"": ""Moore"", ""dob"": ""1953-10-18""}]","[{""first_name"": "" โซเฟีย"", ""last_name"": ""มัวร์"", ""dob"": ""1953-10-18""}]","[{""first_name"": "" Sophia"", ""last_name"": ""Moore"", ""dob"": ""1953-10-18""}]"
XOL9VY,XOL9VY,evelyn_martin_3582,ORD,JFK,one_way,economy,"[{""origin"": ""ORD"", ""destination"": ""ATL"", ""flight_number"": ""HAT093"", ""date"": ""2024-05-18"", ""price"": 182}, {""origin"": ""ATL"", ""destination"": ""JFK"", ""flight_number"": ""HAT285"", ""date"": ""2024-05-18"", ""price"": 172}]","[{""payment_id"": ""credit_card_1351239"", ""amount"": 384}]",2024-05-13T14:15:31,1,0,yes,"[{""first_name"": ""Aarav"", ""last_name"": ""Rossi"", ""dob"": ""1952-08-28""}]","[{""first_name"": ""阿拉夫"", ""last_name"": ""罗西"", ""dob"": ""1952-08-28""}]","[{""first_name"": "" Aarav"", ""last_name"": "" Rossi"", ""dob"": ""1952-08-28""}]","[{""first_name"": "" อาราว"", ""last_name"": "" รอสซี่"", ""dob"": ""1952-08-28""}]","[{""first_name"": "" Aarav"", ""last_name"": "" Rossi"", ""dob"": ""1952-08-28""}]"
G2LTC4,G2LTC4,ethan_nguyen_7360,CLT,MCO,round_trip,economy,"[{""origin"": ""CLT"", ""destination"": ""BOS"", ""flight_number"": ""HAT216"", ""date"": ""2024-05-17"", ""price"": 134}, {""origin"": ""BOS"", ""destination"": ""MCO"", ""flight_number"": ""HAT145"", ""date"": ""2024-05-17"", ""price"": 178}, {""origin"": ""MCO"", ""destination"": ""BOS"", ""flight_number"": ""HAT217"", ""date"": ""2024-05-30"", ""price"": 152}, {""origin"": ""BOS"", ""destination"": ""CLT"", ""flight_number"": ""HAT277"", ""date"": ""2024-05-30"", ""price"": 168}]","[{""payment_id"": ""gift_card_3676839"", ""amount"": 632}]",2024-05-02T20:38:49,0,0,no,"[{""first_name"": ""Ethan"", ""last_name"": ""Nguyen"", ""dob"": ""1998-08-02""}]","[{""first_name"": ""伊桑"", ""last_name"": ""阮"", ""dob"": ""1998-08-02""}]","[{""first_name"": "" Ethan"", ""last_name"": "" Nguyen"", ""dob"": ""1998-08-02""}]","[{""first_name"": "" อีธาน"", ""last_name"": "" เหงียน"", ""dob"": ""1998-08-02""}]","[{""first_name"": "" Ethan"", ""last_name"": "" Nguyễn"", ""dob"": ""1998-08-02""}]"
